,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
371,Montour,Pennsylvania,29600.0,51482.0,62248.0,"18,379","7,233",42093
372,Johnson,Iowa,29592.0,53424.0,79964.0,"134,034","54,005",19103
373,Cameron,Louisiana,29559.0,64574.0,71310.0,"6,789","2,529",22023
374,Hemphill,Texas,29544.0,56379.0,66513.0,"3,959","1,440",48211
375,Midland,Michigan,29536.0,53076.0,65735.0,"83,842","33,717",26111
376,Matanuska-Susitna,Alaska,29534.0,71037.0,81821.0,"91,519","31,123",02170
378,Cecil,Maryland,29518.0,66689.0,79128.0,"101,435","36,394",24015
379,Maui,Hawaii,29517.0,63512.0,75407.0,"156,633","52,623",15009
380,Ramsey,Minnesota,29484.0,54247.0,71206.0,"515,732","205,395",27123
381,Hampshire,Massachusetts,29460.0,61227.0,81385.0,"159,267","58,828",25015
382,Southeast Fairbanks Census Area,Alaska,29437.0,56801.0,66369.0,"7,047","2,326",02240
383,Clay,Missouri,29406.0,60936.0,73380.0,"225,116","86,934",29047
384,Morton,North Dakota,29389.0,60065.0,69894.0,"27,874","11,416",38059
385,Strafford,New Hampshire,29369.0,58825.0,73260.0,"123,836","46,968",33017
386,Durham,North Carolina,29347.0,51853.0,66448.0,"276,494","111,276",37063
387,Calaveras,California,29329.0,55295.0,68401.0,"45,147","18,702",06009
388,Washington County,Nebraska,29328.0,65409.0,83670.0,"20,234","7,647",31177
390,Wells,North Dakota,29301.0,44132.0,57125.0,"4,220","1,949",38103
391,Berkshire,Massachusetts,29294.0,48450.0,65216.0,"130,545","55,301",25003
392,Woodford,Kentucky,29277.0,57580.0,71995.0,"24,988","9,698",21239
393,Northampton,Pennsylvania,29266.0,60097.0,73386.0,"298,439","112,189",42095
394,Pinellas,Florida,29262.0,45535.0,59491.0,"920,015","401,708",12103
395,Franklin,Massachusetts,29259.0,53663.0,67785.0,"71,408","30,534",25011
396,Fayette,Kentucky,29251.0,48398.0,67973.0,"300,843","123,142",21067
397,Boone,Kentucky,29235.0,67225.0,78101.0,"121,214","43,255",21015
398,Dauphin,Pennsylvania,29234.0,54066.0,68368.0,"269,035","108,831",42043
399,Sheridan,North Dakota,29219.0,43250.0,48403.0,"1,313",614,38083
400,Bennington,Vermont,29196.0,50221.0,61270.0,"36,871","15,442",50003
401,Posey,Indiana,29187.0,58750.0,73319.0,"25,713","10,050",18129
402,Douglas,Nebraska,29180.0,53325.0,69754.0,"524,697","204,226",31055
404,Suffolk City,Virginia,29135.0,66085.0,78565.0,"84,842","30,492",51800
405,Lake,Ohio,29132.0,56018.0,69939.0,"229,850","94,048",39085
406,Pope,Minnesota,29128.0,52350.0,64740.0,"10,957","4,758",27121
407,Kossuth,Iowa,29127.0,51812.0,64283.0,"15,437","6,728",19109
408,York,Maine,29125.0,57348.0,70642.0,"198,220","81,293",23031
409,Randall,Texas,29124.0,58529.0,73144.0,"123,062","48,080",48381
410,Dodge,Minnesota,29107.0,69301.0,81702.0,"20,159","7,326",27039
411,Warren,Iowa,29088.0,62535.0,74558.0,"46,631","17,378",19181
412,Brazoria,Texas,29081.0,67603.0,79880.0,"319,493","107,717",48039
413,Walsh,North Dakota,29072.0,48592.0,61156.0,"11,102","4,948",38099
414,Clay,Iowa,29060.0,49035.0,64651.0,"16,604","7,148",19041
415,Lipscomb,Texas,29017.0,57978.0,64934.0,"3,379","1,115",48295
416,Scott,Iowa,28948.0,52735.0,70480.0,"167,080","67,049",19163
417,Gallatin,Montana,28939.0,52833.0,69556.0,"91,499","36,973",30031
418,Solano,California,28929.0,67177.0,76932.0,"417,258","141,464",06095
419,Nassau,Florida,28926.0,55315.0,63888.0,"74,163","28,044",12089
420,Moore,North Carolina,28913.0,49544.0,62099.0,"89,425","36,997",37125
421,Calumet,Wisconsin,28907.0,65130.0,75563.0,"49,288","18,381",55015
422,Kidder,North Dakota,28904.0,50000.0,57675.0,"2,429","1,146",38043
424,Lafayette,Louisiana,28901.0,51462.0,67061.0,"224,719","86,504",22055
425,Union,North Carolina,28894.0,65892.0,74132.0,"205,426","68,211",37179
426,Warren,Virginia,28889.0,61610.0,72597.0,"37,836","14,387",51187
427,Stillwater,Montana,28868.0,57906.0,69375.0,"9,173","3,757",30095
428,El Paso,Colorado,28867.0,57125.0,70728.0,"634,423","237,039",08041
429,Windham,Vermont,28867.0,50234.0,63509.0,"44,216","19,417",50025
430,Union,Ohio,28852.0,65086.0,79744.0,"52,683","18,216",39159
431,Bristol,Massachusetts,28837.0,55298.0,72018.0,"549,870","210,037",25005
432,Sagadahoc,Maine,28829.0,56733.0,69561.0,"35,194","15,022",23023
433,DeKalb,Georgia,28810.0,50856.0,60182.0,"700,308","264,496",13089
434,Hoonah-Angoon Census Area,Alaska,28806.0,49545.0,60000.0,"2,141",930,02105
435,Salem,New Jersey,28772.0,59718.0,74469.0,"65,825","25,003",34033
436,Weston,Wyoming,28764.0,55461.0,74531.0,"7,153","2,975",56045
437,Clermont,Ohio,28761.0,60365.0,71914.0,"198,417","73,728",39025
438,Manassas City,Virginia,28752.0,71036.0,75810.0,"39,317","12,072",51683
439,Onondaga,New York,28746.0,54242.0,70143.0,"467,202","184,855",36067
440,Stevens,Minnesota,28746.0,54206.0,71563.0,"9,723","3,700",27149
441,Monroe,New York,28732.0,52394.0,68524.0,"746,548","297,040",36055
442,Bremer,Iowa,28727.0,61216.0,75486.0,"24,387","9,258",19017
443,Grundy,Illinois,28725.0,64541.0,78918.0,"50,064","18,082",17063
444,Addison,Vermont,28722.0,57565.0,69157.0,"36,811","14,164",50001
445,Bath,Virginia,28704.0,51365.0,55112.0,"4,686","2,101",51017
446,Bedford County,Virginia,28697.0,57596.0,69792.0,"69,175","27,233",51019
447,Seminole,Florida,28675.0,58175.0,68680.0,"427,184","147,529",12117
448,Gloucester,Virginia,28673.0,60519.0,72719.0,"36,868","13,889",51073
449,Washoe,Nevada,28670.0,53040.0,64556.0,"425,495","163,198",32031
450,Porter,Indiana,28669.0,62794.0,76004.0,"165,168","61,502",18127
451,Okaloosa,Florida,28600.0,54684.0,64668.0,"185,852","73,253",12091
452,Benton,Washington,28583.0,60485.0,72126.0,"178,992","65,675",53005
453,Sullivan,New Hampshire,28582.0,54463.0,65969.0,"43,398","17,808",33019
454,Johnson,Indiana,28575.0,61231.0,73059.0,"141,796","52,239",18081
455,Northumberland,Virginia,28568.0,51342.0,60747.0,"12,334","5,691",51133
456,Fallon,Montana,28563.0,51164.0,66544.0,"3,085","1,199",30025
457,Kodiak Island,Alaska,28562.0,68718.0,73887.0,"13,850","4,501",02150
458,Ward,North Dakota,28557.0,56580.0,67738.0,"64,008","25,173",38101
459,Powder River,Montana,28528.0,46250.0,56250.0,"1,669",720,30075
460,Laramie,Wyoming,28505.0,55864.0,71483.0,"93,073","36,859",56021
462,Dundy,Nebraska,28502.0,47431.0,51932.0,"1,994",893,31057
463,Wrangell,Alaska,28474.0,45841.0,55286.0,"2,371","1,149",02275
464,Davidson,Tennessee,28467.0,47335.0,58535.0,"638,395","256,745",47037
465,Clinton,Michigan,28449.0,60466.0,72958.0,"75,802","28,534",26037
466,Skamania,Washington,28449.0,53712.0,67354.0,"11,126","4,452",53059
467,Peoria,Illinois,28438.0,50712.0,65884.0,"187,117","75,892",17143
468,Eddy,New Mexico,28438.0,49165.0,60891.0,"54,284","19,866",35015
469,Washington County,Pennsylvania,28433.0,53693.0,68300.0,"208,047","84,098",42125
470,Miami,Kansas,28412.0,58936.0,73528.0,"32,682","12,334",20121
471,Lewis and Clark,Montana,28400.0,56243.0,70259.0,"64,143","26,555",30049
472,Seward,Nebraska,28359.0,59435.0,74309.0,"16,824","6,165",31159
473,Elko,Nevada,28358.0,70238.0,75231.0,"50,023","17,599",32007
474,Custer,South Dakota,28356.0,50074.0,61917.0,"8,306","3,731",46033
475,McHenry,North Dakota,28331.0,45343.0,61367.0,"5,593","2,573",38049
476,Menard,Illinois,28330.0,58190.0,73969.0,"12,687","5,071",17129
477,Douglas,South Dakota,28323.0,49200.0,58529.0,"3,000","1,258",46043
478,Schenectady,New York,28319.0,56061.0,73910.0,"154,821","58,059",36093
479,Washakie,Wyoming,28308.0,47104.0,64608.0,"8,468","3,468",56043
480,Cheyenne,Nebraska,28296.0,51529.0,64504.0,"10,022","4,405",31033
481,Franklin,Ohio,28283.0,50877.0,64693.0,"1,181,824","468,295",39049
482,Wabasha,Minnesota,28282.0,53057.0,66629.0,"21,549","8,890",27157
483,Columbia,Wisconsin,28273.0,57922.0,70208.0,"56,647","22,735",55021
484,Tarrant,Texas,28266.0,56853.0,67436.0,"1,848,423","659,736",48439
485,Jefferson,Washington,28266.0,46320.0,62737.0,"29,882","13,801",53031
486,Hamilton,New York,28265.0,51522.0,60170.0,"4,813","1,854",36041
487,Chase,Nebraska,28241.0,45610.0,51810.0,"3,984","1,697",31029
488,Pierce,Washington,28223.0,59204.0,70077.0,"805,434","300,623",53053
489,Crook,Wyoming,28212.0,53237.0,60909.0,"7,110","3,010",56011
490,York,Nebraska,28207.0,49633.0,63940.0,"13,762","5,501",31185
491,Broward,Florida,28205.0,51251.0,61526.0,"1,784,889","663,458",12011
492,Fayette,Tennessee,28201.0,56618.0,65276.0,"38,502","14,535",47047
493,Franklin,Texas,28189.0,45523.0,61723.0,"10,611","4,304",48159
494,Outagamie,Wisconsin,28186.0,58318.0,71464.0,"178,013","69,572",55087
495,Ascension,Louisiana,28178.0,69070.0,77640.0,"109,920","38,287",22005
496,Kanawha,West Virginia,28174.0,46085.0,58481.0,"192,311","82,756",54039
498,Graham,Kansas,28146.0,47500.0,59000.0,"2,604","1,192",20065
499,Knox,Tennessee,28136.0,47694.0,64310.0,"436,983","181,100",47093
500,Somervell,Texas,28134.0,55269.0,70625.0,"8,537","3,193",48425
501,York,Pennsylvania,28132.0,58745.0,70001.0,"436,339","167,592",42133
502,Grant,North Dakota,28129.0,41694.0,59531.0,"2,372","1,113",38037
503,Hancock,Indiana,28111.0,62981.0,72559.0,"70,466","26,071",18059
504,O'Brien,Iowa,28086.0,48185.0,63912.0,"14,249","6,098",19141
505,Ramsey,North Dakota,28081.0,48604.0,63380.0,"11,473","4,826",38071
506,Johnson,Wyoming,28072.0,57004.0,63343.0,"8,595","3,679",56019
507,Sherburne,Minnesota,28071.0,73098.0,80939.0,"89,120","29,948",27141
508,Lincoln,Maine,28070.0,50181.0,59398.0,"34,297","14,817",23015
509,Iowa County,Iowa,28068.0,58008.0,73465.0,"16,323","6,745",19095
510,Eureka,Nevada,28056.0,64632.0,94648.0,"1,804",733,32011
511,Irion,Texas,28055.0,50357.0,58875.0,"1,603",654,48235
512,Westmoreland,Pennsylvania,28051.0,50736.0,65027.0,"364,090","152,109",42129
513,Mono,California,28046.0,61757.0,72237.0,"14,217","5,268",06051
514,Tazewell,Illinois,28037.0,56067.0,68994.0,"135,747","54,428",17179
515,Guthrie,Iowa,28030.0,50609.0,62036.0,"10,843","4,641",19077
516,Traverse,Minnesota,28030.0,45714.0,62258.0,"3,507","1,510",27155
517,Baylor,Texas,28021.0,33445.0,56656.0,"3,678","1,798",48023
518,Lac qui Parle,Minnesota,28014.0,48468.0,60873.0,"7,184","3,074",27073
519,Ottawa,Ohio,27979.0,53202.0,65311.0,"41,372","17,614",39123
520,Erie,New York,27978.0,50653.0,65897.0,"919,230","380,152",36029
521,Putnam,West Virginia,27957.0,54854.0,65900.0,"56,033","21,391",54079
522,Sheridan,Wyoming,27948.0,52008.0,67673.0,"29,376","12,381",56033
523,Plymouth,Iowa,27942.0,58888.0,73086.0,"24,923","9,867",19149
524,Perkins,Nebraska,27931.0,58625.0,66000.0,"2,949","1,262",31135
525,Jefferson,Kentucky,27925.0,46959.0,61622.0,"746,580","305,832",21111
526,Lehigh,Pennsylvania,27923.0,54923.0,67081.0,"352,068","133,289",42077
527,Chisago,Minnesota,27914.0,67157.0,75513.0,"53,691","19,569",27025
528,Hettinger,North Dakota,27910.0,47743.0,65577.0,"2,539","1,097",38041
529,Emmet,Iowa,27908.0,48601.0,63310.0,"10,141","4,119",19063
530,Harris,Texas,27899.0,53137.0,60594.0,"4,182,285","1,434,694",48201
531,Windham,Connecticut,27893.0,59333.0,74484.0,"118,115","44,018",09015
532,Logan,North Dakota,27887.0,49076.0,60903.0,"1,966",827,38047
533,Lake,Minnesota,27883.0,46939.0,61548.0,"10,825","4,982",27075
534,Clark,South Dakota,27878.0,49055.0,65089.0,"3,635","1,431",46025
535,Cheshire,New Hampshire,27874.0,55155.0,70026.0,"76,896","30,458",33005
536,Knox,Maine,27865.0,49755.0,60581.0,"39,694","16,941",23013
537,Wilson,Tennessee,27864.0,60390.0,70024.0,"116,948","42,800",47189
538,Greene,Georgia,27828.0,42565.0,51000.0,"16,091","6,353",13133
539,Park,Wyoming,27824.0,53951.0,64802.0,"28,557","11,801",56029
540,Summit,Ohio,27818.0,49669.0,64157.0,"541,592","220,375",39153
541,Pembina,North Dakota,27817.0,49846.0,62147.0,"7,327","3,328",38067
542,Scott,Kentucky,27802.0,61893.0,71455.0,"48,149","17,989",21209
543,Clinton,Illinois,27802.0,61720.0,76109.0,"37,891","14,051",17027
544,Archer,Texas,27800.0,56452.0,68419.0,"8,853","3,342",48009
545,Hancock,Maine,27797.0,47460.0,60022.0,"54,557","24,355",23009
546,Kearney,Nebraska,27796.0,56466.0,62308.0,"6,518","2,621",31099
547,Brewster,Texas,27796.0,40477.0,55893.0,"9,244","4,152",48043
548,Sumner,Tennessee,27795.0,55509.0,64806.0,"163,724","60,835",47165
549,Le Sueur,Minnesota,27793.0,58922.0,70426.0,"27,758","10,997",27079
550,Brown,Wisconsin,27787.0,53119.0,67159.0,"250,597","98,962",55009
551,Yellowstone,Montana,27761.0,51342.0,65486.0,"150,156","61,023",30111
552,Spink,South Dakota,27757.0,48911.0,61063.0,"6,522","2,624",46115
553,Los Angeles,California,27749.0,55909.0,62237.0,"9,893,481","3,230,383",06037
554,Yolo,California,27730.0,55918.0,74687.0,"202,288","70,347",06113
555,Sutton,Texas,27721.0,53806.0,60395.0,"4,058","1,445",48435
556,Douglas,Minnesota,27716.0,50905.0,65133.0,"36,264","15,757",27041
557,Richland,North Dakota,27713.0,53759.0,72409.0,"16,258","6,614",38077
558,Kenton,Kentucky,27704.0,54270.0,66229.0,"160,828","61,800",21117
559,Pike,Pennsylvania,27691.0,59340.0,68671.0,"57,179","21,581",42103
560,Emmons,North Dakota,27690.0,38477.0,48816.0,"3,521","1,634",38029
561,Madison,Iowa,27685.0,57581.0,68812.0,"15,606","6,092",19121
562,Moody,South Dakota,27682.0,51791.0,62624.0,"6,460","2,686",46101
563,Clark,Washington,27681.0,58225.0,68276.0,"432,549","158,855",53011
564,Tulsa,Oklahoma,27676.0,48181.0,60745.0,"609,610","241,915",40143
565,Butler,Nebraska,27673.0,50247.0,65225.0,"8,334","3,482",31023
566,Grand Traverse,Michigan,27660.0,51766.0,63616.0,"88,182","34,655",26055
567,Orange,Virginia,27655.0,60287.0,67802.0,"33,934","12,621",51137
568,Gunnison,Colorado,27654.0,52332.0,67047.0,"15,421","6,293",08051
569,Polk,Nebraska,27639.0,52848.0,63664.0,"5,342","2,232",31143
570,Coffey,Kansas,27627.0,51793.0,66026.0,"8,516","3,501",20031
571,Colonial Heights City,Virginia,27610.0,50835.0,66704.0,"17,481","7,017",51570
572,Marathon,Wisconsin,27607.0,53363.0,64950.0,"134,497","53,079",55073
573,Carbon,Montana,27599.0,47831.0,60375.0,"10,126","4,322",30009
574,Jefferson,Iowa,27593.0,48814.0,60989.0,"16,800","6,919",19101
575,Rio Blanco,Colorado,27586.0,60128.0,75978.0,"6,770","2,638",08103
576,Bryan,Georgia,27556.0,64707.0,74513.0,"31,410","11,230",13029
577,Canadian,Oklahoma,27552.0,63629.0,72849.0,"119,546","41,876",40017
578,Deuel,South Dakota,27525.0,51632.0,64432.0,"4,362","1,789",46039
579,Deschutes,Oregon,27524.0,50209.0,61488.0,"160,565","64,568",41017
581,East Baton Rouge,Louisiana,27505.0,48506.0,63558.0,"441,901","167,422",22033
582,Sumter,Florida,27504.0,48493.0,58068.0,"98,409","43,507",12119
583,Mason,Texas,27504.0,46865.0,59531.0,"4,034","1,699",48319
584,Kimble,Texas,27502.0,43424.0,53145.0,"4,566","1,895",48267
585,Lawrence,South Dakota,27498.0,43273.0,66387.0,"24,305","10,597",46081
586,Carteret,North Carolina,27496.0,46534.0,57328.0,"67,198","29,158",37031
587,Wibaux,Montana,27492.0,41875.0,67361.0,928,409,30109
588,Kingsbury,South Dakota,27485.0,51373.0,61858.0,"5,142","2,311",46077
589,Grant,Oklahoma,27469.0,46625.0,58478.0,"4,522","1,951",40053
590,Cass,Missouri,27463.0,60350.0,68480.0,"99,875","37,307",29037
591,Pierce,Wisconsin,27462.0,59226.0,74867.0,"40,870","15,069",55093
592,McPherson,Kansas,27462.0,54167.0,68039.0,"29,297","11,540",20113
593,Ada,Idaho,27452.0,55210.0,67641.0,"401,673","151,600",16001
594,Murray,Minnesota,27450.0,52160.0,63545.0,"8,639","3,820",27101
595,Inyo,California,27441.0,44796.0,70185.0,"18,482","7,873",06027
596,Andrews,Texas,27429.0,57825.0,76563.0,"15,554","5,217",48003
597,Bossier,Louisiana,27429.0,53248.0,67961.0,"119,947","45,776",22015
598,Cuyahoga,Ohio,27423.0,43804.0,59745.0,"1,272,533","534,476",39035
599,Tompkins,New York,27418.0,51393.0,73828.0,"102,270","38,409",36109
600,Pulaski,Arkansas,27414.0,46013.0,58688.0,"386,106","153,720",05119
601,Madison,Illinois,27407.0,53633.0,67064.0,"268,373","107,238",17119
602,Franklin,Vermont,27398.0,56240.0,68408.0,"48,019","18,616",50011
603,Atlantic,New Jersey,27391.0,54235.0,66619.0,"274,960","101,091",34001
604,Warren,Indiana,27390.0,52317.0,61784.0,"8,464","3,283",18171
605,Culpeper,Virginia,27379.0,64423.0,75328.0,"47,330","16,039",51047
606,McMullen,Texas,27375.0,39500.0,56591.0,616,254,48311
607,Rogers,Oklahoma,27365.0,58525.0,67554.0,"87,730","32,693",40131
608,Jackson,Minnesota,27361.0,51681.0,64625.0,"10,263","4,469",27063
609,Bartholomew,Indiana,27359.0,54165.0,64614.0,"77,930","30,041",18005
610,Stutsman,North Dakota,27351.0,50120.0,65032.0,"21,046","8,873",38093
611,Lee,Florida,27348.0,47439.0,56847.0,"633,968","241,531",12071
612,Amador,California,27347.0,53684.0,68593.0,"37,422","14,262",06005
613,Dawson,Georgia,27330.0,53525.0,60910.0,"22,387","8,506",13085
614,Butler,Kansas,27329.0,56454.0,70484.0,"65,786","24,270",20015
615,Roger Mills,Oklahoma,27326.0,53885.0,61583.0,"3,713","1,305",40129
616,Eddy,North Dakota,27323.0,44250.0,55500.0,"2,382","1,104",38027
617,Manatee,Florida,27322.0,47876.0,58263.0,"329,487","131,197",12081
618,Rockingham,Virginia,27298.0,52195.0,60869.0,"76,885","29,440",51165
619,Madison,Virginia,27296.0,53459.0,60441.0,"13,249","5,024",51113
620,Cerro Gordo,Iowa,27291.0,44795.0,61804.0,"43,932","19,967",19033
621,Orange,Vermont,27289.0,52480.0,63253.0,"28,966","11,962",50017
622,Adams,Pennsylvania,27284.0,59492.0,69551.0,"101,496","38,141",42001
623,Yankton,South Dakota,27268.0,52578.0,67897.0,"22,518","8,698",46135
624,Charlottesville City,Virginia,27268.0,44601.0,65579.0,"43,663","17,443",51540
625,Steele,Minnesota,27259.0,56480.0,71627.0,"36,512","14,354",27147
626,Maricopa,Arizona,27256.0,53596.0,63910.0,"3,889,161","1,411,727",04013
627,Wilson,Texas,27238.0,64571.0,71234.0,"43,753","15,157",48493
628,Tioga,New York,27230.0,55726.0,66950.0,"50,789","20,202",36107
629,Hamilton,Tennessee,27229.0,46702.0,60329.0,"340,973","135,496",47065
630,Fredericksburg City,Virginia,27222.0,47040.0,57404.0,"25,931","9,779",51630
631,Deuel,Nebraska,27199.0,44922.0,58500.0,"1,952",855,31049
632,Griggs,North Dakota,27197.0,45542.0,63150.0,"2,370","1,149",38039
633,Floyd,Indiana,27185.0,53961.0,66670.0,"75,120","29,087",18043
634,Richmond City,Virginia,27184.0,40496.0,48681.0,"207,878","84,833",51760
635,Ellis,Oklahoma,27183.0,47344.0,59535.0,"4,120","1,734",40045
636,Chaffee,Colorado,27182.0,46504.0,59631.0,"18,063","7,832",08015
637,Major,Oklahoma,27168.0,49905.0,60313.0,"7,604","3,084",40093
638,McCone,Montana,27161.0,46667.0,59375.0,"1,794",760,30055
639,Lamoille,Vermont,27157.0,52686.0,64500.0,"24,670","10,046",50015
640,Decatur,Kansas,27154.0,39333.0,44243.0,"2,933","1,482",20039
641,Passaic,New Jersey,27152.0,57654.0,67890.0,"502,854","162,543",34031
642,Boone,Iowa,27149.0,51826.0,67769.0,"26,310","10,574",19015
643,Hillsborough,Florida,27149.0,49596.0,59894.0,"1,257,913","471,340",12057
644,Racine,Wisconsin,27141.0,54090.0,66811.0,"195,045","75,087",55101
645,Lancaster,Nebraska,27141.0,51574.0,68714.0,"289,873","115,237",31109
646,Brown,South Dakota,27138.0,51398.0,64824.0,"36,982","15,590",46013
647,Walworth,Wisconsin,27130.0,54020.0,68838.0,"102,619","39,929",55127
648,Carroll,Illinois,27118.0,47985.0,56063.0,"15,199","6,671",17015
649,Henry,Illinois,27117.0,52940.0,64959.0,"50,260","20,393",17073
650,Mills,Iowa,27101.0,63076.0,75167.0,"14,983","5,375",19129
651,Traill,North Dakota,27098.0,48767.0,71359.0,"8,125","3,306",38097
653,Lebanon,Pennsylvania,27074.0,54818.0,64877.0,"134,411","52,023",42075
654,Putnam,Illinois,27074.0,54196.0,68179.0,"5,927","2,471",17155
655,Skagit,Washington,27065.0,55925.0,64951.0,"117,641","45,293",53057
656,Green,Wisconsin,27060.0,55584.0,68493.0,"36,901","14,640",55045
657,Dearborn,Indiana,27058.0,56946.0,70251.0,"49,975","18,556",18029
658,Washington County,Oklahoma,27053.0,48687.0,58761.0,"51,329","21,332",40147
659,Effingham,Illinois,27051.0,52108.0,64204.0,"34,274","13,544",17049
660,Loudon,Tennessee,27045.0,51074.0,60003.0,"49,188","19,543",47105
661,Oneida,Wisconsin,27041.0,45759.0,58214.0,"35,868","15,797",55085
662,Shelby,Kentucky,27039.0,57298.0,70044.0,"42,911","15,469",21211
663,Buchanan,Iowa,27038.0,55553.0,69097.0,"20,954","8,187",19019
664,Fayette,Texas,27032.0,48015.0,60929.0,"24,662","9,999",48149
665,Fairfield,Ohio,27031.0,58786.0,70352.0,"147,110","54,309",39045
